InwardID,ProductID,SKU,GodownID,Quantity,InwardDate,InwardType
237,112,MB-SK413,1,8107,2020-03-27,China Import
238,113,MB-SK414,1,9537,2020-03-27,China Import
239,114,MB-SK415,1,9118,2020-03-27,China Import
240,115,MB-SK416,1,10177,2020-03-27,China Import
241,116,MB-SK417,1,11479,2020-03-27,China Import
242,117,MB-SK418,1,10397,2020-03-27,China Import
243,118,MB-SK419,1,995,2020-03-27,China Import
244,119,MB-SK420,1,1515,2020-03-27,China Import
245,120,MB-SK421,1,1420,2020-03-27,China Import
246,121,MB-SK422,1,762,2020-03-27,China Import
247,122,MB-SK423,1,1884,2020-03-27,China Import
248,123,MB-SK424,1,586,2020-03-27,China Import
249,124,MB-SK425,1,2909,2020-03-27,China Import
250,125,MB-SK426,1,2768,2020-03-27,China Import
251,1,MB-SK302,1,6820,2020-06-02,China Import
252,2,MB-SK303,1,3804,2020-06-02,China Import
253,3,MB-SK304,1,2058,2020-06-02,China Import
254,4,MB-SK305,1,2581,2020-06-02,China Import
255,5,MB-SK306,1,7798,2020-06-02,China Import
256,6,MB-SK307,1,7169,2020-06-02,China Import
257,7,MB-SK308,1,2482,2020-06-02,China Import
258,8,MB-SK309,1,3875,2020-06-02,China Import
259,9,MB-SK310,1,2552,2020-06-02,China Import
260,10,MB-SK311,1,2257,2020-06-02,China Import
261,11,MB-SK312,1,4706,2020-06-02,China Import
262,12,MB-SK313,1,2580,2020-06-02,China Import
263,13,MB-SK314,1,6211,2020-06-02,China Import
264,14,MB-SK315,1,3949,2020-06-02,China Import
265,15,MB-SK316,1,4281,2020-06-02,China Import
266,16,MB-SK317,1,7480,2020-06-02,China Import
267,17,MB-SK318,1,5976,2020-06-02,China Import
268,18,MB-SK319,1,3755,2020-06-02,China Import
269,19,MB-SK320,1,6417,2020-06-02,China Import
270,20,MB-SK321,1,3083,2020-06-02,China Import
271,21,MB-SK322,1,7925,2020-06-02,China Import
272,22,MB-SK323,1,6677,2020-06-02,China Import
273,23,MB-SK324,1,6720,2020-06-02,China Import
274,24,MB-SK325,1,5872,2020-06-02,China Import
275,25,MB-SK326,1,3990,2020-06-02,China Import
276,26,MB-SK327,1,5874,2020-06-02,China Import
277,27,MB-SK328,1,5334,2020-06-02,China Import
278,28,MB-SK329,1,3559,2020-06-02,China Import
279,29,MB-SK330,1,2772,2020-06-02,China Import
280,30,MB-SK331,1,2794,2020-06-02,China Import
281,31,MB-SK332,1,7398,2020-06-02,China Import
282,32,MB-SK333,1,5531,2020-06-02,China Import
283,33,MB-SK334,1,1951,2020-06-02,China Import
284,34,MB-SK335,1,2234,2020-06-02,China Import
285,35,MB-SK336,1,2183,2020-06-02,China Import
286,36,MB-SK337,1,2412,2020-06-02,China Import
287,37,MB-SK338,1,3486,2020-06-02,China Import
288,38,MB-SK339,1,721,2020-06-02,China Import
289,39,MB-SK340,1,3258,2020-06-02,China Import
290,40,MB-SK341,1,3176,2020-06-02,China Import
291,41,MB-SK342,1,3146,2020-06-02,China Import
292,42,MB-SK343,1,903,2020-06-02,China Import
293,43,MB-SK344,1,748,2020-06-02,China Import
294,44,MB-SK345,1,2149,2020-06-02,China Import
295,45,MB-SK346,1,3482,2020-06-02,China Import
296,46,MB-SK347,1,1889,2020-06-02,China Import
297,47,MB-SK348,1,3779,2020-06-02,China Import
298,48,MB-SK349,1,947,2020-06-02,China Import
299,49,MB-SK350,1,1518,2020-06-02,China Import
300,50,MB-SK351,1,1284,2020-06-02,China Import
301,51,MB-SK352,1,1279,2020-06-02,China Import
302,52,MB-SK353,1,2696,2020-06-02,China Import
303,53,MB-SK354,1,2337,2020-06-02,China Import
304,54,MB-SK355,1,1074,2020-06-02,China Import
305,55,MB-SK356,1,2228,2020-06-02,China Import
306,56,MB-SK357,1,1251,2020-06-02,China Import
307,57,MB-SK358,1,1640,2020-06-02,China Import
308,58,MB-SK359,1,2394,2020-06-02,China Import
309,59,MB-SK360,1,1523,2020-06-02,China Import
310,60,MB-SK361,1,808,2020-06-02,China Import
311,61,MB-SK362,1,2315,2020-06-02,China Import
312,62,MB-SK363,1,3809,2020-06-02,China Import
313,63,MB-SK364,1,2754,2020-06-02,China Import
314,64,MB-SK365,1,901,2020-06-02,China Import
315,65,MB-SK366,1,707,2020-06-02,China Import
316,66,MB-SK367,1,3171,2020-06-02,China Import
317,67,MB-SK368,1,2714,2020-06-02,China Import
318,68,MB-SK369,1,3924,2020-06-02,China Import
319,69,MB-SK370,1,560,2020-06-02,China Import
320,70,MB-SK371,1,882,2020-06-02,China Import
321,71,MB-SK372,1,3586,2020-06-02,China Import
322,72,MB-SK373,1,3976,2020-06-02,China Import
323,73,MB-SK374,1,1468,2020-06-02,China Import
324,74,MB-SK375,1,1181,2020-06-02,China Import
325,75,MB-SK376,1,2164,2020-06-02,China Import
326,76,MB-SK377,1,2489,2020-06-02,China Import
327,77,MB-SK378,1,2471,2020-06-02,China Import
328,78,MB-SK379,1,1375,2020-06-02,China Import
329,79,MB-SK380,1,2142,2020-06-02,China Import
330,80,MB-SK381,1,740,2020-06-02,China Import
331,81,MB-SK382,1,1174,2020-06-02,China Import
332,82,MB-SK383,1,2052,2020-06-02,China Import
333,83,MB-SK384,1,508,2020-06-02,China Import
334,84,MB-SK385,1,2099,2020-06-02,China Import
335,85,MB-SK386,1,1586,2020-06-02,China Import
336,86,MB-SK387,1,3711,2020-06-02,China Import
337,87,MB-SK388,1,3715,2020-06-02,China Import
338,88,MB-SK389,1,2363,2020-06-02,China Import
339,89,MB-SK390,1,1668,2020-06-02,China Import
340,90,MB-SK391,1,2232,2020-06-02,China Import
341,91,MB-SK392,1,3353,2020-06-02,China Import
342,92,MB-SK393,1,3492,2020-06-02,China Import
343,93,MB-SK394,1,3708,2020-06-02,China Import
344,94,MB-SK395,1,2776,2020-06-02,China Import
345,95,MB-SK396,1,3211,2020-06-02,China Import
346,96,MB-SK397,1,3442,2020-06-02,China Import
347,97,MB-SK398,1,2493,2020-06-02,China Import
348,98,MB-SK399,1,1134,2020-06-02,China Import
349,99,MB-SK400,1,1277,2020-06-02,China Import
350,100,MB-SK401,1,1715,2020-06-02,China Import
351,101,MB-SK402,1,1391,2020-06-02,China Import
352,102,MB-SK403,1,739,2020-06-02,China Import
353,103,MB-SK404,1,2872,2020-06-02,China Import
354,104,MB-SK405,1,3513,2020-06-02,China Import
355,105,MB-SK406,1,2720,2020-06-02,China Import
356,106,MB-SK407,1,749,2020-06-02,China Import
357,107,MB-SK408,1,3563,2020-06-02,China Import
358,108,MB-SK409,1,1784,2020-06-02,China Import
359,109,MB-SK410,1,734,2020-06-02,China Import
360,110,MB-SK411,1,705,2020-06-02,China Import
361,111,MB-SK412,1,10811,2020-06-02,China Import
362,112,MB-SK413,1,11238,2020-06-02,China Import
363,113,MB-SK414,1,11701,2020-06-02,China Import
364,114,MB-SK415,1,5579,2020-06-02,China Import
365,115,MB-SK416,1,3931,2020-06-02,China Import
366,116,MB-SK417,1,11320,2020-06-02,China Import
367,117,MB-SK418,1,4312,2020-06-02,China Import
368,118,MB-SK419,1,3987,2020-06-02,China Import
369,119,MB-SK420,1,1261,2020-06-02,China Import
370,120,MB-SK421,1,780,2020-06-02,China Import
371,121,MB-SK422,1,2937,2020-06-02,China Import
372,122,MB-SK423,1,778,2020-06-02,China Import
373,123,MB-SK424,1,3265,2020-06-02,China Import
374,124,MB-SK425,1,1463,2020-06-02,China Import
375,125,MB-SK426,1,2153,2020-06-02,China Import
376,1,MB-SK302,1,6666,2020-08-04,China Import
377,2,MB-SK303,1,4016,2020-08-04,China Import
378,3,MB-SK304,1,6742,2020-08-04,China Import
379,4,MB-SK305,1,6870,2020-08-04,China Import
380,5,MB-SK306,1,2325,2020-08-04,China Import
381,6,MB-SK307,1,7073,2020-08-04,China Import
382,7,MB-SK308,1,2671,2020-08-04,China Import
383,8,MB-SK309,1,5434,2020-08-04,China Import
384,9,MB-SK310,1,7385,2020-08-04,China Import
385,10,MB-SK311,1,6781,2020-08-04,China Import
386,11,MB-SK312,1,6630,2020-08-04,China Import
387,12,MB-SK313,1,6282,2020-08-04,China Import
388,13,MB-SK314,1,4591,2020-08-04,China Import
389,14,MB-SK315,1,4136,2020-08-04,China Import
390,15,MB-SK316,1,3673,2020-08-04,China Import
391,16,MB-SK317,1,7486,2020-08-04,China Import
392,17,MB-SK318,1,7867,2020-08-04,China Import
393,18,MB-SK319,1,4573,2020-08-04,China Import
394,19,MB-SK320,1,3955,2020-08-04,China Import
395,20,MB-SK321,1,4175,2020-08-04,China Import
396,21,MB-SK322,1,5242,2020-08-04,China Import
397,22,MB-SK323,1,3072,2020-08-04,China Import
398,23,MB-SK324,1,7502,2020-08-04,China Import
399,24,MB-SK325,1,7287,2020-08-04,China Import
400,25,MB-SK326,1,4457,2020-08-04,China Import
401,26,MB-SK327,1,5745,2020-08-04,China Import
402,27,MB-SK328,1,4590,2020-08-04,China Import
403,28,MB-SK329,1,2594,2020-08-04,China Import
404,29,MB-SK330,1,2076,2020-08-04,China Import
405,30,MB-SK331,1,5754,2020-08-04,China Import
406,31,MB-SK332,1,7088,2020-08-04,China Import
407,32,MB-SK333,1,6612,2020-08-04,China Import
408,33,MB-SK334,1,909,2020-08-04,China Import
409,34,MB-SK335,1,800,2020-08-04,China Import
410,35,MB-SK336,1,2702,2020-08-04,China Import
411,36,MB-SK337,1,1373,2020-08-04,China Import
412,37,MB-SK338,1,2572,2020-08-04,China Import
413,38,MB-SK339,1,1586,2020-08-04,China Import
414,39,MB-SK340,1,1042,2020-08-04,China Import
415,40,MB-SK341,1,1929,2020-08-04,China Import
416,41,MB-SK342,1,781,2020-08-04,China Import
417,42,MB-SK343,1,1500,2020-08-04,China Import
418,43,MB-SK344,1,2013,2020-08-04,China Import
419,44,MB-SK345,1,1667,2020-08-04,China Import
420,45,MB-SK346,1,1146,2020-08-04,China Import
421,46,MB-SK347,1,2294,2020-08-04,China Import
422,47,MB-SK348,1,3915,2020-08-04,China Import
423,48,MB-SK349,1,2725,2020-08-04,China Import
424,49,MB-SK350,1,3381,2020-08-04,China Import
425,50,MB-SK351,1,1739,2020-08-04,China Import
426,51,MB-SK352,1,3005,2020-08-04,China Import
427,52,MB-SK353,1,3805,2020-08-04,China Import
428,53,MB-SK354,1,3178,2020-08-04,China Import
429,54,MB-SK355,1,2666,2020-08-04,China Import
430,55,MB-SK356,1,532,2020-08-04,China Import
431,56,MB-SK357,1,3235,2020-08-04,China Import
432,57,MB-SK358,1,3846,2020-08-04,China Import
433,58,MB-SK359,1,2771,2020-08-04,China Import
434,59,MB-SK360,1,1726,2020-08-04,China Import
435,60,MB-SK361,1,3217,2020-08-04,China Import
436,61,MB-SK362,1,924,2020-08-04,China Import
437,62,MB-SK363,1,1050,2020-08-04,China Import
438,63,MB-SK364,1,1583,2020-08-04,China Import
439,64,MB-SK365,1,972,2020-08-04,China Import
440,65,MB-SK366,1,938,2020-08-04,China Import
441,66,MB-SK367,1,3540,2020-08-04,China Import
442,67,MB-SK368,1,2766,2020-08-04,China Import
443,68,MB-SK369,1,1136,2020-08-04,China Import
444,69,MB-SK370,1,1615,2020-08-04,China Import
445,70,MB-SK371,1,1654,2020-08-04,China Import
446,71,MB-SK372,1,2977,2020-08-04,China Import
447,72,MB-SK373,1,1362,2020-08-04,China Import
448,73,MB-SK374,1,3439,2020-08-04,China Import
449,74,MB-SK375,1,1904,2020-08-04,China Import
450,75,MB-SK376,1,1333,2020-08-04,China Import
451,76,MB-SK377,1,3315,2020-08-04,China Import
452,77,MB-SK378,1,3097,2020-08-04,China Import
453,78,MB-SK379,1,3993,2020-08-04,China Import
454,79,MB-SK380,1,1581,2020-08-04,China Import
455,80,MB-SK381,1,2570,2020-08-04,China Import
456,81,MB-SK382,1,2501,2020-08-04,China Import
457,82,MB-SK383,1,1528,2020-08-04,China Import
458,83,MB-SK384,1,3965,2020-08-04,China Import
459,84,MB-SK385,1,708,2020-08-04,China Import
460,85,MB-SK386,1,878,2020-08-04,China Import
461,86,MB-SK387,1,3098,2020-08-04,China Import
462,87,MB-SK388,1,2234,2020-08-04,China Import
463,88,MB-SK389,1,3897,2020-08-04,China Import
464,89,MB-SK390,1,1633,2020-08-04,China Import
465,90,MB-SK391,1,680,2020-08-04,China Import
466,91,MB-SK392,1,514,2020-08-04,China Import
467,92,MB-SK393,1,1866,2020-08-04,China Import
468,93,MB-SK394,1,3658,2020-08-04,China Import
469,94,MB-SK395,1,1035,2020-08-04,China Import
470,95,MB-SK396,1,3109,2020-08-04,China Import
471,96,MB-SK397,1,1572,2020-08-04,China Import
472,97,MB-SK398,1,1161,2020-08-04,China Import
473,98,MB-SK399,1,3536,2020-08-04,China Import
474,99,MB-SK400,1,2309,2020-08-04,China Import
475,100,MB-SK401,1,2759,2020-08-04,China Import
476,101,MB-SK402,1,3390,2020-08-04,China Import
477,102,MB-SK403,1,2251,2020-08-04,China Import
478,103,MB-SK404,1,2797,2020-08-04,China Import
479,104,MB-SK405,1,539,2020-08-04,China Import
480,105,MB-SK406,1,958,2020-08-04,China Import
481,106,MB-SK407,1,808,2020-08-04,China Import
482,107,MB-SK408,1,3330,2020-08-04,China Import
483,108,MB-SK409,1,1110,2020-08-04,China Import
484,109,MB-SK410,1,2734,2020-08-04,China Import
485,110,MB-SK411,1,647,2020-08-04,China Import
486,111,MB-SK412,1,9049,2020-08-04,China Import
487,112,MB-SK413,1,5426,2020-08-04,China Import
488,113,MB-SK414,1,10041,2020-08-04,China Import
489,114,MB-SK415,1,5088,2020-08-04,China Import
490,115,MB-SK416,1,3685,2020-08-04,China Import
491,116,MB-SK417,1,8050,2020-08-04,China Import
492,117,MB-SK418,1,8974,2020-08-04,China Import
493,118,MB-SK419,1,3760,2020-08-04,China Import
494,119,MB-SK420,1,663,2020-08-04,China Import
495,120,MB-SK421,1,1965,2020-08-04,China Import
496,121,MB-SK422,1,1360,2020-08-04,China Import
497,122,MB-SK423,1,3293,2020-08-04,China Import
498,123,MB-SK424,1,1522,2020-08-04,China Import
499,124,MB-SK425,1,3231,2020-08-04,China Import
500,125,MB-SK426,1,921,2020-08-04,China Import
501,1,MB-SK302,1,6586,2020-10-14,China Import
502,2,MB-SK303,1,5329,2020-10-14,China Import
503,3,MB-SK304,1,7084,2020-10-14,China Import
504,4,MB-SK305,1,3266,2020-10-14,China Import
505,5,MB-SK306,1,3939,2020-10-14,China Import
506,6,MB-SK307,1,3331,2020-10-14,China Import
507,7,MB-SK308,1,3450,2020-10-14,China Import
508,8,MB-SK309,1,5377,2020-10-14,China Import
509,9,MB-SK310,1,2203,2020-10-14,China Import
510,10,MB-SK311,1,3469,2020-10-14,China Import
511,11,MB-SK312,1,4721,2020-10-14,China Import
512,12,MB-SK313,1,5372,2020-10-14,China Import
513,13,MB-SK314,1,7487,2020-10-14,China Import
514,14,MB-SK315,1,4032,2020-10-14,China Import
515,15,MB-SK316,1,4185,2020-10-14,China Import
516,16,MB-SK317,1,3304,2020-10-14,China Import
517,17,MB-SK318,1,7744,2020-10-14,China Import
518,18,MB-SK319,1,2885,2020-10-14,China Import
